Rank	Latitude	Longitude
864	12.99294	77.71031
865	12.99294	77.71025
866	12.99295	77.73286
867	12.99295	77.71019
868	12.99295	77.71013
869	12.99295	77.70830
870	12.99295	77.71000
871	12.99295	77.70824
872	12.99296	77.71007
873	12.99296	77.70819
874	12.99297	77.70814
875	12.99297	77.70808
876	12.99297	77.70803
877	12.99298	77.70796
878	12.99298	77.70791
879	12.99299	77.70784
880	12.99299	77.70778
881	12.99299	77.70773
882	12.99299	77.70768
883	12.99300	77.70761
884	12.99301	77.70727
885	12.99301	77.70721
886	12.99301	77.70755
887	12.99301	77.70732
888	12.99301	77.73286
889	12.99301	77.70715
890	12.99301	77.70750
891	12.99302	77.70744
892	12.99302	77.70739
893	12.99302	77.70709
894	12.99303	77.70703
895	12.99304	77.70697
896	12.99304	77.70691
897	12.99304	77.70684
898	12.99304	77.70679
899	12.99305	77.70673
900	12.99306	77.70668
901	12.99306	77.70662
902	12.99307	77.70605
903	12.99307	77.70598
904	12.99307	77.70592
905	12.99307	77.70587
906	12.99307	77.70610
907	12.99307	77.70580
908	12.99307	77.70575
909	12.99307	77.70570
910	12.99307	77.70563
911	12.99307	77.73284
912	12.99307	77.70656
913	12.99307	77.70616
914	12.99307	77.70557
915	12.99308	77.70550
916	12.99308	77.70622
917	12.99308	77.70543
918	12.99309	77.70650
919	12.99309	77.70627
920	12.99309	77.70537
921	12.99310	77.70644
922	12.99310	77.70633
923	12.99310	77.70531
924	12.99311	77.70639
925	12.99312	77.70525
926	12.99312	77.70520
927	12.99313	77.70513
928	12.99314	77.73284
929	12.99315	77.70508
930	12.99316	77.70503
931	12.99318	77.70497
932	12.99320	77.73283
933	12.99320	77.70491
934	12.99321	77.70485
935	12.99322	77.70480
936	12.99323	77.70475
937	12.99326	77.73282
938	12.99328	77.70476
939	12.99331	77.73280
940	12.99334	77.70476
941	12.99337	77.73279
942	12.99339	77.70477
943	12.99342	77.73277
944	12.99345	77.70479
945	12.99348	77.73276
946	12.99351	77.70480
947	12.99353	77.73274
948	12.99356	77.70482
949	12.99359	77.73273
950	12.99362	77.70484
951	12.99364	77.73271
952	12.99367	77.70484
953	12.99370	77.73267
954	12.99373	77.70485
955	12.99377	77.73266
956	12.99379	77.70485
957	12.99383	77.73263
958	12.99384	77.70485
959	12.99388	77.73261
960	12.99390	77.70486
961	12.99395	77.73258
962	12.99396	77.70487
963	12.99401	77.73255
964	12.99402	77.70487
965	12.99406	77.73252
966	12.99408	77.70487
967	12.99412	77.73249
968	12.99414	77.70488
969	12.99417	77.73246
970	12.99419	77.70489
971	12.99423	77.73243
972	12.99425	77.70490
973	12.99428	77.73239
974	12.99431	77.70491
975	12.99434	77.73235
976	12.99437	77.70491
977	12.99439	77.73231
978	12.99443	77.70492
979	12.99444	77.73227
980	12.99448	77.70493
981	12.99450	77.73223
982	12.99454	77.70493
983	12.99456	77.73219
984	12.99461	77.70494
985	12.99463	77.73214
986	12.99467	77.70495
987	12.99469	77.73211
988	12.99472	77.70495
989	12.99474	77.73208
990	12.99478	77.70496
991	12.99480	77.73206
992	12.99484	77.70497
993	12.99486	77.73203
994	12.99491	77.70498
995	12.99491	77.73200
996	12.99496	77.70498
997	12.99497	77.73197
998	12.99502	77.70500
999	12.99503	77.73195
1000	12.99508	77.70502
1001	12.99508	77.73192
1002	12.99513	77.70503
1003	12.99514	77.73189
1004	12.99519	77.70504
1005	12.99520	77.73186
1006	12.99525	77.70505
1007	12.99526	77.73183
1008	12.99531	77.73180
1009	12.99531	77.70505
1010	12.99536	77.73176
1011	12.99537	77.70506
1012	12.99541	77.73174
1013	12.99543	77.70508
1014	12.99548	77.73170
1015	12.99548	77.70509
1016	12.99551	77.73164
1017	12.99554	77.70510
1018	12.99556	77.73159
1019	12.99559	77.70510
1020	12.99562	77.73155
1021	12.99565	77.70511
1022	12.99568	77.73154
1023	12.99571	77.70512
1024	12.99573	77.73153
1025	12.99577	77.70513
1026	12.99579	77.73152
1027	12.99582	77.70514
1028	12.99586	77.73152
1029	12.99588	77.70516
1030	12.99593	77.73152
1031	12.99593	77.70516
1032	12.99598	77.73152
1033	12.99599	77.70517
1034	12.99604	77.73151
1035	12.99604	77.70518
1036	12.99605	77.70642
1037	12.99605	77.70647
1038	12.99606	77.70635
1039	12.99606	77.70654
1040	12.99606	77.70671
1041	12.99606	77.70665
1042	12.99606	77.70660
1043	12.99606	77.70630
1044	12.99606	77.70677
1045	12.99607	77.70684
1046	12.99607	77.70625
1047	12.99607	77.70690
1048	12.99608	77.70695
1049	12.99608	77.70620
1050	12.99608	77.70701
1051	12.99608	77.70614
1052	12.99609	77.70706
1053	12.99609	77.70608
1054	12.99610	77.73150
1055	12.99610	77.70520
1056	12.99611	77.70711
1057	12.99611	77.70602
1058	12.99611	77.70717
1059	12.99613	77.70597
1060	12.99613	77.70723
1061	12.99614	77.70591
1062	12.99615	77.70729
1063	12.99615	77.70586
1064	12.99616	77.70579
1065	12.99616	77.70574
1066	12.99616	77.70568
1067	12.99616	77.70563
1068	12.99616	77.70558
1069	12.99616	77.70547
1070	12.99616	77.70541
1071	12.99616	77.70536
1072	12.99616	77.70530
1073	12.99616	77.70734
1074	12.99616	77.70552
1075	12.99616	77.73149
1076	12.99616	77.70524
1077	12.99618	77.70741
1078	12.99620	77.70747
1079	12.99621	77.70754
1080	12.99624	77.73148
1081	12.99624	77.70759
1082	12.99629	77.70765
1083	12.99630	77.73144
1084	12.99633	77.70770
1085	12.99636	77.73142
1086	12.99639	77.70775
1087	12.99642	77.73141
1088	12.99644	77.70781
1089	12.99649	77.73140
1090	12.99650	77.70787
1091	12.99655	77.73139
1092	12.99655	77.70791
1093	12.99661	77.73138
1094	12.99661	77.70797
1095	12.99666	77.73144
1096	12.99667	77.70802
1097	12.99668	77.73150
1098	12.99670	77.73156
1099	12.99671	77.73161
1100	12.99672	77.73168
1101	12.99672	77.73179
1102	12.99672	77.73173
1103	12.99673	77.70807
1104	12.99673	77.73184
1105	12.99674	77.73190
1106	12.99676	77.73197
1107	12.99678	77.73202
1108	12.99678	77.70811
1109	12.99679	77.73208
1110	12.99679	77.73213
1111	12.99680	77.73219
1112	12.99681	77.73226
1113	12.99681	77.73231
1114	12.99683	77.73236
1115	12.99684	77.70816
1116	12.99684	77.73241
1117	12.99685	77.73248
1118	12.99687	77.73253
1119	12.99688	77.73259
1120	12.99689	77.73264
1121	12.99690	77.73270
1122	12.99691	77.70820
1123	12.99692	77.73275
1124	12.99694	77.73282
1125	12.99695	77.73287
1126	12.99697	77.73293
1127	12.99697	77.70825
1128	12.99699	77.73299
1129	12.99700	77.73306
1130	12.99702	77.73311
1131	12.99702	77.73318
1132	12.99703	77.73323
1133	12.99703	77.70828
1134	12.99704	77.73329
1135	12.99705	77.73334
1136	12.99705	77.73341
1137	12.99706	77.73347
1138	12.99707	77.73353
1139	12.99708	77.73358
1140	12.99709	77.73364
1141	12.99710	77.70831
1142	12.99711	77.73370
1143	12.99712	77.73375
1144	12.99714	77.73381
1145	12.99715	77.70834
1146	12.99716	77.73386
1147	12.99717	77.73392
1148	12.99718	77.73416
