Rank	Latitude	Longitude
1025	13.00544	77.67507
1026	13.00549	77.67505
1027	13.00556	77.67503
1028	13.00562	77.67501
1029	13.00568	77.67499
1030	13.00573	77.67498
1031	13.00579	77.67497
1032	13.00585	77.67495
1033	13.00592	77.67493
1034	13.00598	77.67490
1035	13.00604	77.67488
1036	13.00610	77.67486
1037	13.00616	77.67483
1038	13.00622	77.67480
1039	13.00629	77.67477
1040	13.00635	77.67475
1041	13.00641	77.67472
1042	13.00648	77.67469
1043	13.00653	77.67467
1044	13.00660	77.67464
1045	13.00665	77.67460
1046	13.00671	77.67457
1047	13.00677	77.67455
1048	13.00683	77.67451
1049	13.00689	77.67446
1050	13.00692	77.67440
1051	13.00698	77.67434
1052	13.00704	77.67431
1053	13.00709	77.67435
1054	13.00715	77.67438
1055	13.00721	77.67440
1056	13.00727	77.67443
1057	13.00734	77.67446
1058	13.00740	77.67449
1059	13.00745	77.67452
1060	13.00751	77.67451
1061	13.00757	77.67448
1062	13.00763	77.67446
1063	13.00769	77.67444
1064	13.00776	77.67443
1065	13.00782	77.67443
1066	13.00787	77.67444
1067	13.00793	77.67444
1068	13.00798	77.67444
1069	13.00805	77.67445
1070	13.00811	77.67448
1071	13.00817	77.67450
1072	13.00823	77.67453
1073	13.00829	77.67455
1074	13.00834	77.67456
1075	13.00841	77.67458
1076	13.00847	77.67460
1077	13.00853	77.67463
1078	13.00858	77.67465
1079	13.00864	77.67468
1080	13.00870	77.67472
1081	13.00874	77.67477
1082	13.00871	77.67483
1083	13.00868	77.67488
1084	13.00866	77.67493
1085	13.00864	77.67499
1086	13.00861	77.67504
1087	13.00857	77.67511
1088	13.00854	77.67516
1089	13.00851	77.67522
1090	13.00848	77.67527
1091	13.00845	77.67533
1092	13.00841	77.67539
1093	13.00838	77.67545
1094	13.00835	77.67551
1095	13.00832	77.67556
1096	13.00829	77.67561
1097	13.00826	77.67567
1098	13.00823	77.67573
1099	13.00820	77.67578
1100	13.00818	77.67584
1101	13.00816	77.67589
1102	13.00821	77.67593
1103	13.00827	77.67598
1104	13.00832	77.67601
1105	13.00838	77.67604
1106	13.00845	77.67607
1107	13.00852	77.67609
1108	13.00857	77.67609
1109	13.00863	77.67609
1110	13.00868	77.67609
1111	13.00874	77.67608
1112	13.00881	77.67607
1113	13.00887	77.67607
1114	13.00894	77.67608
1115	13.00899	77.67610
1116	13.00906	77.67611
1117	13.00912	77.67613
1118	13.00918	77.67615
